deathRate,medIncome,povertyPercent,MedianAge,AvgHouseholdSize,PercentMarried,PctHS18_24,PctBachDeg18_24,PctUnemployed16_Over,PctPrivateCoverage,PctPublicCoverage,PctMarriedHouseholds,BirthRate
153.5,52011,14,32.9,2.42,47.4,17.2,13.4,5.1,76.9,24.1,46.00270254,6.17570233
167,49770,14.5,40.1,2.34,55.2,28.1,3.3,4.2,72,31.7,50.01332445,5.843469064
161.2,51836,13.7,37.5,2.43,53.7,28.8,8.1,3.1,72.2,28.2,51.68844149,7.123638693
163.6,50893,10.4,43.8,2.28,60.9,43.5,3.8,5.2,75.6,33.7,55.93984962,4.215304799
131.6,46961,14,41.3,2.38,53.6,27.9,2.5,4,69.2,30.9,49.67188289,5.760869565
141.8,48535,11.7,45.9,2.25,57.5,35.4,12.2,3.2,74.9,29,54.32816537,7.391304348
164.7,49162,13.6,39.1,2.31,52.2,31.2,3.5,8,76.5,29.2,52.86757039,8.91959799
154.3,43249,13.4,49.2,2.08,60.7,26.6,9,2.9,72.3,38.5,53.38491296,7.142857143
149.1,51527,10,41.8,2.41,55.9,40.4,8.7,4.6,77.7,28.8,52.75321855,8.147459727
171.1,42977,12.2,49.1,2.13,62.2,15.1,24.4,4.6,70.5,35.1,54.32196669,1.111111111
147.5,56080,10.4,44.1,2.32,65.5,31.4,4,1.7,78.8,29.3,62.42960579,6.593406593
173.5,54137,9.5,42,2.4,60.3,28.6,5.1,1.7,77.2,29.5,57.53755365,2.548476454
159.5,53489,10,41.3,2.4,64.3,25.6,9.6,4.7,80.2,26.9,59.31972789,9.160305344
155.1,61768,8.4,38,2.53,57.2,24.3,12.5,4.5,78.2,23.5,55.17431337,5.33869116
187.7,58162,8,45.4,2.37,61.8,29.8,7,1.9,81.9,26.3,60.07342818,7.071713147
172.7,43842,11.7,41.8,2.27,59.4,40.8,0.6,4.1,74.9,31,55.04192647,2.843394576
192.2,44282,14.4,47,2.14,59.7,38.5,5.7,3.4,69.5,40.1,51.82132412,6.961613533
187.3,46051,15,52,1.94,59.4,23.3,0.9,1.7,70.1,31.4,52.60869565,3.361344538
181.9,51805,10.1,36.6,2.61,52,18,7.2,3.4,76.3,25.7,53.87931034,3.0621435
169.9,74008,5.3,33.7,2.71,59.5,25,9.4,4.4,84.4,19.7,59.17428972,7.30321114
176.2,61961,8.2,41.4,2.56,60.4,29,18,3.5,80.2,28.5,59.45375543,6.021555764
160.2,47194,15.6,38.8,2.42,51.8,30.6,3.8,5.5,63.3,34.4,48.13283633,6.311958841
190.8,48195,19.9,34.2,2.41,40.5,27.5,17,7.2,64.3,29.1,37.31146697,5.788303646
212.3,37417,19.9,45.3,2.3,56.1,38.9,4.7,10.1,58.4,44.3,50.74327039,4.422498927
202.8,38595,20.1,41,2.7,50.1,49.6,1.6,7.6,56.9,40.7,51.71965318,6.303030303
199.1,45914,14.3,39.9,2.69,52.5,51.3,2.2,7.5,64.4,35,54.88790688,4.968421053
185.6,43425,19.6,40.3,2.51,51.7,37.3,3.4,6.6,63.9,37.6,50.38510482,6.483677849
174.7,56573,14.7,43.7,2.58,56.4,36.9,5.7,8.5,71.8,32.9,58.14360771,5.28264626
230.9,30299,28.1,44.2,2.43,53,51.8,5.3,10.4,45.2,53.2,51.01314348,5.124835742
180.5,43851,16.5,41.5,2.4,52.7,35.7,2.1,9.5,65.3,39.7,52.9812293,5.292111343
214.7,37498,19.5,40.4,2.49,50.2,43.8,3.2,9.5,62.5,38.6,48.65545786,4.845775592
199.9,41326,16.9,42.9,2.49,52.4,36.2,6.4,9.9,64.4,37.9,51.85447464,4.447587616
211,35704,21.9,43.6,2.52,57.9,54,3.3,9.5,59.8,41.8,57.94235925,3.497356649
194.7,36740,17.7,43.7,2.38,53,50.2,6.8,8.7,59.4,42.5,51.19917323,3.90120498
218.9,28086,26.1,42.6,2.55,48.4,56.5,4.5,10.2,40.8,51,46.88756943,5.094207955
197.9,37410,23.4,39.9,2.54,51.3,48.9,7.2,10.1,55.2,42.3,49.59542297,5.325701036
172.9,48380,15.9,39.3,0.0248,48,27,8.4,8,68.3,32.9,47.00812066,5.342350159
230.9,27323,29.5,44.2,2.35,51.7,58.9,0,12.1,48.1,49.4,47.56717502,8.014184397
213.7,35321,25.3,39.8,2.59,41.1,43.5,3.3,18.7,53.5,45.3,44.23715234,4.627249357
185.9,36285,21.7,44.8,2.58,51.2,37.2,1.2,13.9,53.6,45,52.91257218,4.906586148
211.8,39506,19.6,43.4,2.42,52.7,46.8,5.8,10,61.2,42.4,50.25251435,4.203166439
183.7,35470,24.7,39.9,2.57,43,50.6,1.9,10.5,56.1,43.5,42.75114155,4.488542405
204.5,39303,19.1,40.7,2.57,51.5,40,7.2,9.4,59.8,40.6,50.04163197,4.405016825
219.1,37151,20.5,44.9,2.36,55.2,54.4,6.4,9.7,59.8,44.2,51.26568184,4.382650748
213.5,37443,20.2,40.7,2.6,49.1,50.1,1.3,8.6,53.7,41.1,52.0583875,6.558627264
219,39753,19.1,43.2,2.49,56.7,36.5,4.2,8.1,59,43.4,54.88142901,3.771361226
222.6,42837,17.6,42.2,2.53,54.8,41.3,1.2,8.9,66.9,37.8,54.126895,5.078225186
196.5,35379,23.4,45.8,2.49,50.8,57.3,3.9,14.5,48.3,52.2,50.34208784,3.981937603
185.3,41235,17.8,42.3,2.58,53.4,36.7,6.8,9.1,63.7,37.8,55.6176635,4.075765263
211.3,31330,26.4,44.5,2.29,53.3,46.9,2.4,9,56.6,48.7,55.01498074,5.253623188
181.6,47199,17.7,37.3,2.39,49,27.4,12.1,6.5,71.1,29.4,46.71082117,4.759828048
247.6,28524,41.9,40.3,2.38,32.9,51,5,10.1,45.4,52.1,43.73804971,4.662698413
218.3,33595,24.8,37.1,2.5,41,54.3,3.6,13.4,50.8,45.2,41.51020408,5.484147386
187.3,34614,21.8,39.9,2.59,55.2,39.2,4.6,10.8,58.8,37.1,54.03626428,7.666385847
217.1,36255,20.3,43.5,2.49,57.3,63.6,0,7.7,57.8,40.9,54.15959253,4.558176729
193,41802,16.5,42.9,2.43,51.9,39,3.1,7.6,63.6,40,49.4429786,6.664803689
170.6,53945,13.6,46.5,2.49,61.4,54.3,5.6,8.9,65.1,40.7,61.11249938,4.243210863
195.9,39528,17.4,42.7,2.58,52.1,45.6,4.7,9.3,62.5,39.6,53.20852938,4.451140766
210.7,34882,23.5,42.6,2.61,53,45.7,4.5,14.9,54,45.8,51.1041329,3.799063738
211.2,36886,19.3,39.6,2.53,56.5,44.1,3.2,7.4,60,38.6,54.11020777,4.994346023
176.3,43113,20.9,37.6,2.56,45.8,30,6.1,8.4,62.7,37.2,46.36348801,5.831783426
220.2,40766,20.6,43.1,2.43,53.9,41.8,6.6,6.7,61.7,38.5,52.13882863,2.19816273
216.9,42839,15.5,39.4,2.57,53.2,43.9,4.5,8.4,65,34.1,52.44819519,3.440273038
187.4,51303,15.5,38.6,2.55,50.8,38.5,6.1,7.7,65.4,35.3,50.00462036,5.317306713
229.6,34801,20.8,44.3,2.51,55.7,63.8,3.1,15,57,42.7,54.91341991,5.090180361
207,37392,20.6,43,2.6,60.4,53.3,5.1,12.5,58.9,42.4,59.51840865,6.564217382
195.4,50935,13.9,30.3,2.76,54.2,37,8.7,9.7,72.1,29,53.62200682,6.724977636
137.3,50358,12.5,45.5,2.55,57.4,41.3,6.7,6.5,74.6,32.5,60.35044825,0.702028081
191.1,36390,23.4,40.8,2.52,51.7,50.6,2.9,8.5,60.4,43.7,57.421981,3.724928367
215.6,40683,20.8,42.1,2.42,52.1,48.7,2.5,11.2,61,40.5,50.49348599,4.063986165
220.1,35884,18.9,42.2,2.45,61.3,44.7,3.8,7.7,59.9,41.7,59.12515462,3.83125269
198.4,33776,23.6,43.7,2.4,52.3,62.4,6.7,9.5,52.7,41.3,49.0700558,9.322033898
160,31996,19.2,49.4,2.25,66.7,62.7,0,4.9,60.2,44.1,63.15789474,8.686210641
244,36643,20.3,44,2.44,56.9,44.6,4.8,10.9,60.2,41.6,54.92957746,1.62069946
189.2,37693,20.8,36.1,2.38,48.3,32.7,6.3,8.4,61,36.1,46.05161334,3.640481715
193.5,37952,22,40.5,2.51,50.9,39.5,4.2,11.1,58.6,45.3,49.14308489,6.638495093
198.7,43269,18,46.1,2.4,54.7,34.5,4.5,9.8,63.7,42,52.77562023,3.126436782
187.2,52640,13.4,38.6,2.7,57,45.4,9.3,8.4,69.5,29.8,57.6884055,5.976467659
177.6,53799,14.7,32.9,2.76,51,32,9.2,6.8,72.9,23.5,53.0572913,4.947730667
255.9,31397,24.5,38.6,2.61,50.2,56,3.2,14.1,48.7,45.7,49.54868215,5.677867903
227.4,44111,18.7,41.9,2.56,56.2,41.1,3.7,9,61.9,40.4,54.94211932,3.240589198
185.2,39905,17.7,42.2,2.52,54.1,40.2,8.5,7.4,56.5,36.9,52.99180216,6.406013616
202.7,44015,23,34.9,2.65,38.7,33.9,9.1,10.3,61.3,33.4,37.74393475,6.405574323
225.1,43659,15,41.6,2.53,59.1,43.9,3.8,5.2,64.4,36.5,57.31479005,3.646563815
230.1,41590,17.5,43.2,2.57,57.4,47.3,3,10.1,66,40.2,57.02592087,2.998236332
187.2,38840,18.5,44.3,2.32,53.9,38,6.5,8.2,64.3,40.2,50.28831243,4.794040316
162.5,58291,11.3,39.4,2.7,55.6,35.1,9,6,70.2,30,56.95154185,5.056955471
208.4,52339,15.4,37,2.82,51.9,44.9,3.7,10.6,67.8,32,54.51216686,6.760732914
217,40251,17.5,40.2,2.65,49.2,46.8,7,10.5,60.3,35.5,52.050581,9.777777778
196.1,37632,20.1,45.7,2.36,52.8,35.6,2.2,13.7,57.8,46.9,50.29617663,6.395035078
221.3,37453,22.6,41,2.59,55.8,49.3,4.4,9.5,54.1,44.9,54.80690222,3.464419476
174.1,34884,20.6,45.8,2.61,51.8,52.5,3.3,11.2,57.9,41.1,56.03038936,4.545454545
209.6,36942,19,39.7,2.51,50.2,47.8,4.7,8,55,43.9,47.4107656,6.99356005
176.7,43212,16.7,39.8,2.29,50.8,29.7,12.1,6.2,68,33.9,47.87605912,4.081698817
201.4,33573,23.3,42.2,2.48,49.9,51.1,1.8,12.2,54.7,43.5,55.28741411,6.408629442
205.4,36205,21.5,36.9,2.32,49,21.6,5.1,11.2,69.2,35,49.54671736,5.005740528
203.7,35400,21.9,42.5,2.65,53.9,52.4,1.5,10.5,58.8,42.2,55.07142123,5.225066196
139,97936,5.6,38.9,2.86,66,30.4,18.8,4.2,86.6,16.5,69.98906129,4.474464442
179.2,60955,10.1,40.1,2.72,56.6,40.3,7.1,6.5,74,26.8,58.3677686,4.280356467
245.2,42471,20.4,38.9,2.68,44.5,51.2,2,4.3,59.7,34.1,52.91270837,7.105682422
182.2,66878,10.7,31.3,3.05,58.1,46.7,3.4,3.9,63.3,23.4,62.7100073,10.78180889
168.3,42128,17.9,36.4,2.77,50,33.8,4.8,9.1,54.4,37.6,51.11663342,5.728131815
194.6,44551,17.5,49,2.46,55,38.4,3.7,6.8,54.3,42.4,55.79425738,8.072153326
138.8,58867,9.4,44.1,2.6,62,38.8,6.6,3,72.3,28.2,65.25373134,3.583061889
213.4,55177,11,45.1,2.63,61.1,57.7,10.7,1.1,75.7,28,67.92717087,2.949061662
169.1,52785,16.9,35.5,3.04,52.1,36.3,5,6.5,57.7,32.6,53.23829981,5.556068297
160.1,58792,11.2,40.6,2.59,59.6,49.5,4.7,6.2,67.3,28.4,58.69722776,4.630829016
110.4,36821,19.9,34.9,2.92,57.9,43.9,0,4.3,45.2,34.5,58.23578595,2.595628415
140,50107,13.5,51.5,2.45,57.5,48.5,1.6,4.8,63,37.3,56.63289918,6.419479801
181.8,52886,14.7,38.7,2.94,52.8,36.2,3.3,9.8,62,31.1,55.77512375,4.583083383
212.3,36027,18.3,48.5,2.06,56.5,42.9,0,1.4,64.2,32.9,48.63609983,6.068601583
151.6,40680,24.9,35.3,2.85,39.9,40.9,0.5,7,52.1,35.8,47.26089934,8.618283322
177.3,51048,14.2,30.2,2.89,52.8,38.6,6,9.5,70.2,29.3,52.53632424,5.835105126
157.2,50699,18.3,33.1,2.9,45,31.6,7.5,7.4,61.1,30.8,45.72944794,5.991129949
154,57177,12,48.6,2.55,61.9,22.6,15.5,6.4,64.8,32.7,60.61479347,3.865213082
190.7,44397,15,46,2.52,57.8,37.7,4,7.9,59.9,36.3,57.03671953,3.008595989
184.8,41883,20.1,37.7,2.63,46.6,40.9,3.2,8.5,59.7,36.1,47.41046585,7.433542774
169.3,73788,9.9,35.5,2.85,54.5,32.4,8.1,5.4,69.6,21.7,56.55408408,6.533051164
151.8,41641,26.4,25.2,2.58,37.4,12.5,12,6.4,72.6,19.8,39.40534539,4.690848607
160.4,40179,13.8,42.1,2.27,45.9,23.3,16.7,4.9,65,29.8,40.9689441,1.812688822
173.3,27875,32.4,31.7,3.31,32.8,31.3,0,19.8,33.5,45.8,41.77884615,6.831489915
188.4,41316,17.5,41,2.71,52.5,31.1,7.2,4.3,60.3,36.9,53.83226777,2.5472273
224,33134,27.4,42.3,2.35,43.4,39.6,5,10.1,53.6,44.2,40.16167871,7.939133311
172.6,51138,14.3,34.7,2.57,49,33.2,6.9,5.7,68.5,31,47.02387268,5.823193854
199.4,39812,24.1,36.6,2.55,39.3,30.3,7,7,56.7,39,37.397312,5.272379222
192.2,45979,18.4,36.1,2.55,47.3,35.2,6.1,8.3,62.2,33.7,46.04447395,6.064227035
200.1,36350,23.3,39.9,2.48,46.4,37.5,1,10.2,49.8,38.6,46.0656592,2.079107505
133.3,59300,12.2,42.6,2.57,64.9,33.8,9.7,6.3,75.2,30.3,65.56748466,7.70252324
224.9,34116,23.3,38.5,2.48,48.2,42.5,0,8.3,50.5,37.6,50.90715048,2.469135802
177.8,35385,28.2,42.2,2.51,37,41.4,0.4,13.5,49.4,47.1,39.73000684,8.809020437
216.1,31835,30.9,38.3,2.33,42.8,36,5.6,11.7,49.3,34.3,41.18541033,2.773207991
197.8,40642,23.5,39.8,2.61,46.4,25.6,6.3,9.3,57,39.9,45.38266302,5.389797883
178.8,46831,18.4,33.2,2.57,39,22.8,11.8,7.6,65.9,30.3,38.79198202,4.474235159
250.7,25402,43,33.3,2.26,28.1,47,0.7,19.2,36.3,51.1,28.8648245,4.305555556
212.2,41651,20.4,41.8,2.43,42.5,28.8,2.9,6.5,60.3,39,46.95113161,4.203655352
211.4,32615,24.1,35.8,2.65,43.7,36,2.3,10.4,49,47.8,45.14806759,8.601712189
140.5,32318,29,37.9,2.54,42.8,32.4,3.8,11.5,46.4,43,42.81697684,5.698070375
222.7,40668,22.8,37.6,2.63,46.2,51.4,2.6,9.2,56.5,42.2,50.20147284,3.728510828
205.9,45226,19.4,35.8,0.0277,46,41.4,3.3,10.6,58,37.5,46.37692162,6.645642202
225.1,47377,19.9,38.4,2.61,39.7,34,4.7,7.9,62.8,35.9,41.8193191,4.869631902
217.7,37130,24.6,39.6,2.49,46.1,43.3,3.6,6.9,55.6,45.6,46.82013912,4.002444241
188.6,47024,15.8,38.7,2.57,43.1,31.8,8.7,6.7,58.6,34.3,41.56296102,5.165714506
208,37968,21.7,38.4,2.65,46.6,36.5,4,9.2,57.5,42.2,45.89769997,7.155147691
182.9,51340,15.1,34,2.55,44.6,24.7,8.5,6.3,67.8,26.3,43.47659981,5.986172971
198.7,47382,17.6,36.6,2.68,49.4,37.7,6,7,63.4,33.4,51.08732299,4.817078346
209.6,44139,18,38.6,2.46,52.3,51.2,1.5,6.3,61.3,32.7,53.6840209,5.144490314
205.7,32889,29.7,27.4,2.56,35,14.7,15.1,11.9,63.4,30.3,37.25318889,4.279213153
186.5,58818,12.3,35.3,2.79,52.2,36.1,6.4,7,64.3,28.9,54.24088389,5.711293942
181.9,26732,41.4,34.6,2.55,34.6,40.2,0.4,16.9,36.8,39.8,34.2364532,4.463336876
186.4,30636,29.4,39.3,2.5,42.9,38.5,1.8,8,46.9,45.3,42.03120513,4.979184013
181.5,34522,31.1,33.8,2.66,40.6,25,6.4,12.2,53.1,40.9,40.46070836,3.688606085
193.6,35468,27.9,35.4,2.38,30,26.3,12.6,10.3,53.9,37.6,26.74611467,5.131693567
199.7,40877,23.6,34.7,2.55,41.9,29.6,5.4,8,55.1,35.6,41.69526781,6.070254725
180.7,51304,16,36.5,2.7,52.2,28.2,3.1,4.7,67.4,29,51.06802879,6.549831829
188.2,44469,18.3,42.6,0.0256,45.3,22.9,1.9,8.3,59.2,37.7,45.65665826,4.275724276
189,40406,19.8,37.4,2.68,44.2,35.6,4.6,8.6,57.1,40.6,44.89449176,4.202589635
172.2,33322,25.3,39.8,2.54,44.2,37.4,3.1,9.2,51.4,41.3,41.70064065,10.40892193
191.3,36666,24.9,38,2.59,49.5,35,4.8,9.6,46.5,35.4,49.86218664,3.43803056
202.5,39561,21.2,41.5,2.6,51.8,47.6,3.8,10.6,57.2,39.8,50.00545197,6.366608963
233.1,45615,17.9,33,2.92,43,33.7,7.1,12.2,61.6,32.6,44.73014782,5.677721702
190.3,60751,12.1,37.2,2.83,48.7,31.7,6.1,7.7,66.5,28.2,50.8948485,6.11124004
212.5,35004,24,39.2,2.59,42.3,27.5,5,14.4,44.6,47.8,42.29000242,3.087986464
201.2,47477,16.1,38.8,2.69,46.7,27.7,4.3,11,64.7,32.3,47.51381215,4.363776791
200.6,47225,20.8,36,2.83,44.7,31,5.6,9.2,59,36.1,47.21497522,4.727439304
217.8,32683,30.1,36.6,2.68,43.1,50.8,2.4,6.1,56.3,37.8,42.65554216,6.971510409
198.1,46713,18,36.7,2.77,49.5,37.3,0.6,7.2,60.9,36.3,50.31750197,6.463878327
200.6,42075,21.8,37.7,2.58,43,40.4,2.9,12.2,51.3,40.5,41.74704724,6.284065406
177.7,63441,11.2,39.8,2.7,54.3,30.4,7.3,7.6,67.8,30.6,55.78754661,5.430602081
207.1,39927,22.5,412.8,2.68,44.4,25.3,5.3,10.7,55.4,38.7,45.4565442,3.432793045
142.5,27522,32,43,0.0248,33.8,30.7,0,15.6,38.7,42.6,31.95822454,2.925809822
213.2,49044,20.9,35.2,2.78,47.7,42.9,4.5,5.5,59.8,32.8,47.74235394,5.230870955
220.2,38998,22,41.7,2.6,50.1,42.7,4,7.7,56.1,42.4,50.46377833,4.316239316
180.3,45331,18.3,36.7,2.69,48.5,42.1,5.6,8.5,60.1,36.7,48.38043678,5.605176173
204.5,46682,13.9,30,2.82,55,47.2,5.7,7.5,69.3,31.8,55.90180473,7.229203118
224.8,29749,29.1,39.2,2.54,46.8,43.1,2.7,15,47.4,47.7,45.29652352,6.368497812
205,36003,22.2,40.9,2.51,44,40.2,2.1,7.6,52.8,42.4,42.25182366,6.027155315
182.8,51550,20.5,35.4,2.61,47.1,35.9,5.7,6.5,68.1,30,47.02037259,5.538105472
195.6,33959,22.5,39.7,2.48,46.6,38.1,1.1,11.9,45.9,33.2,46.08938547,5.737356566
148.2,53679,24,40.4,3.04,36.1,20.8,0,8.5,68.3,32,54.43620557,6.799830004
227.5,36644,26.8,41.3,2.36,46.9,44.1,3.9,6.3,56.1,40.1,49.35606748,4.891661195
188,46701,15.4,40.6,2.34,49,32.5,6.8,7.2,65.5,38.8,46.16229053,5.235413921
188.2,36066,20.1,46.6,2.24,54.1,34.5,5.2,7.5,57.1,47.6,50.4167353,5.029215359
173.3,61436,10.8,41.9,2.37,49.4,24.3,14.4,5.4,74.3,30.1,47.825159,3.772833827
167.5,41035,15.8,44.9,0.0248,51.3,30.4,5.3,7.7,63.4,42,52.41955916,3.482221569
165.4,45807,12.9,47.4,2.18,54.1,24.7,14.3,7.7,64,37.7,49.67789586,5.103569855
193.2,45556,13.8,44,2.28,49.6,36.1,7.8,7.7,67.6,39.2,47.20175728,4.823685961
169.4,50002,13.9,47.2,2.27,51.5,44,7.7,5.7,64.3,40.4,48.88522854,4.550819672
170.6,47905,11.7,49.8,2.25,53.5,38.5,11.5,4.2,65.3,42.9,50.57139016,5.786534285
189,40120,16.1,45.7,2.6,48.1,35,7,9.2,59,44.4,49.89663252,4.600845561
187.5,42728,18,41.3,2.36,48,21.9,9.5,7.8,63.3,39.4,48.02575315,4.133114215
194,36994,20.3,49.8,2.24,52.8,42,3.5,10.5,53.8,50.6,48.82454509,6.290471785
173.6,55630,10.5,45.2,2.26,54.2,51.8,7.6,5.7,69.4,39.1,49.67867575,5.263857504
200.2,39001,17.3,44.9,2.34,51.2,35,7.1,9.5,56.1,46.9,48.88990826,4.712136228
180.1,46598,15,45,2.26,53.7,41.3,5.4,7.5,62.1,41,50.29606821,4.975063861
216.7,38057,18.5,46.8,2.18,51,32.2,4.1,9.8,51,52.5,46.79255959,5.793688177
173.7,55482,11.2,44.1,2.4,52.6,36.1,11.6,5.9,72.2,33.1,51.22310568,5.050755137
172.2,39808,18.5,41.5,2.33,44.2,30,4.7,10,66.4,43.6,45.91512498,4.613602728
176,86654,6.7,38.4,2.66,51.7,29.1,11.7,5.9,81.6,25.1,53.20651532,5.291115354
171,67766,9.8,39.1,2.56,46.2,29.7,12.8,6.9,75.2,29.7,45.91882391,5.073719664
175.2,92446,7.2,40.6,2.87,52.7,38.4,8.6,7.6,82.1,24.3,57.54132563,3.454078056
185.6,49573,16,40.1,2.7,50.2,41.1,6.3,8.8,61.6,41.2,51.23322148,5.404323459
171.1,84500,5.9,42.2,2.73,56.7,30.1,12.4,4.6,84.5,23.9,61.33424438,4.31864301
195.5,62198,10.6,40.1,0.0273,52.5,34.7,8.4,7.5,72.9,30.4,54.36451753,4.297102051
186.7,86703,7.2,37.7,2.84,50,35.7,10.9,6.3,82.3,24.3,52.66592692,4.693221178
185.4,42279,17.5,43.8,2.41,47.9,29,6.5,10.4,61.7,45.6,44.47794949,5.456570156
155.6,83698,6.5,39.1,2.68,54.7,29,14.3,5.8,81.6,23.2,56.5676769,4.557287265
154.8,47441,12.4,44.5,2.47,56.5,31.8,7.8,7,62.5,41.4,57.15249094,6.553245117
169.9,79403,8,40.1,2.69,54.7,35.9,12.4,6.4,81.9,26.9,56.59293338,6.156408818
131.9,106871,6.1,38.8,2.78,58,26.8,21.9,4.9,84.7,19.3,60.23950993,5.158672656
180,53288,13.8,46.2,2.39,47,27.3,5.5,7.2,68.1,42.6,48.49160546,4.528650647
120.1,97279,7.2,38.5,2.76,53.2,23.5,19.9,6.1,77,23,53.70241078,5.281994667
172.7,71904,10.3,35.8,2.86,38.5,28.9,9.6,8.7,68.6,27.3,39.11619384,5.044283329
173.8,80650,7.5,43.5,2.75,57.4,34.7,10.9,5.3,80.3,28.8,62.34448122,5.627462015
181.5,84686,8.6,36.3,2.79,53.9,28.6,9.5,4.8,80.2,25.2,57.53732709,5.419453329
216.5,38376,25.5,37,2.26,32.3,24.6,1.2,8.2,56.2,46.8,37.85330948,5.312389693
161.9,54836,11.7,49,2.3,54,39.3,15.9,6.7,72.1,40.1,50.68079601,3.328451604
181,54606,13.8,40.4,2.5,49.4,33.7,8.5,8.5,68.9,36.3,49.83858598,5.93936457
204.3,51927,16.9,35.5,2.62,44.7,26.1,10.1,8.8,66.7,35.2,47.13293141,5.35618844
186.8,55691,11.9,49.1,2.45,50.7,43.7,10.2,9.9,67.4,43.6,50.84003273,5.625635809
226,41895,23.3,34.6,2.47,26.6,29.1,12.3,13.1,56.1,43.9,24.02463388,5.449538255
163,64150,8.9,51.3,2.24,53.2,37.2,10.9,7,74.2,44.1,49.56310834,3.521180903
157,49890,13,45.8,2.22,45.6,27.9,9.3,8.9,70.7,44,43.45582911,4.573604784
189.6,53244,14,34.8,2.86,50,40.8,2.6,4.4,61.1,29.6,50.42492918,7.0703125
158,55139,15,42,2.68,48.3,28.7,3.1,5.1,64.6,33.5,52.59370817,5.054495913
139.1,37935,32.3,28.3,3.73,46.6,32.4,4.3,6,36,36.3,52.84922777,6.921416298
173.1,44110,16.8,37.3,2.77,49.5,46.6,5.3,6.6,54.7,32.9,47.5137372,5.69874932
193.7,52548,12,39,2.42,63.9,28,5.4,3.9,61,27.3,57.8281727,7.705934455
184.8,43379,19.3,34,2.45,45,39.9,5.6,6.1,63.6,33.3,45.97943305,6.108318631
181.5,39377,15.8,37.6,2.41,48.8,47.6,3.1,7.5,59.5,35.9,45.51036071,6.288032454
167.3,29782,38.8,32.3,3.51,44.3,49,0.5,11.5,27.2,45.3,52.81829642,4.799131379
152.8,62752,11,40.4,2.9,56,35.2,4.3,5.8,71.4,27,61.43309427,5.291214215
182.9,55493,13.5,33,2.84,55.5,32,4.8,2.5,58.4,25.3,55.2130898,7.146724418
180,59904,10,39.3,2.86,57.1,35.2,6.5,7.5,63.8,29.2,61.67647617,7.013024188
167.6,42753,15.4,48.2,2.57,55.4,40,3.8,8.9,61.7,40.8,57.30826693,6.943899568
158.8,60738,11.4,34.1,3.01,62.2,31.1,8.4,8.1,57.7,26,61.86285295,5.57582074
191.1,41872,16.4,41.9,2.54,58.1,40,5.3,5.6,58,31.8,58.00421644,6.038978864
112.5,33291,32.6,29.2,3.16,52.3,36.3,0,12.2,34.4,37.5,54.54947974,9.67556704
126.3,26336,31,30.5,3.26,40.2,29.9,0,12.2,32.9,48.6,42.01819686,4.962779156
168.7,50818,9.8,33,2.84,60.8,29.9,1.5,3.8,76.6,21.3,59.8932859,12.66766021
137.3,56313,11.6,32,3.08,63.7,46.8,3.9,6.3,79.3,22.5,68.57473787,8.779499824
104.1,51735,14.2,25,3.19,56.1,21.8,8.7,5.5,78.2,19.4,64.39400308,7.221172023
155.9,47340,15.7,35.1,2.61,54.3,31.3,2.6,7.4,70.6,30.8,52.6801744,8.165882856
119.3,70797,7.2,30.2,3.29,61.4,34.6,4.7,4.2,81.5,18.8,68.10336023,7.253229221
155.5,61976,11.6,30.2,2.94,65,42.1,1.5,5.2,73.1,19.9,65.75840145,10.01338091
113.2,49709,12.9,34.5,3.02,61.9,38,4,5.7,73.3,28.4,67.06315491,7.28003573
105.4,45666,12.2,39.6,2.75,59.9,30.3,0.9,8.6,67.1,30.1,58.65219874,3.098290598
179.8,43344,15,39.1,2.44,46.3,59,0.4,7.1,57.2,28.8,43.99577725,2.808716707
131.1,43615,22.1,28.1,3.07,54.2,24.8,3.5,10.5,63.8,28.1,58.66180855,9.572250479
136.9,55204,11.4,30,3.29,59.4,31.1,7.8,3.8,70.6,25.5,67.64327109,6.440382942
129,48456,11.8,43.6,2.55,55.9,72.1,5.9,7,64.5,33.4,51.45213338,4.954367666
131.6,52623,12.9,34.9,2.98,62.7,36.1,3.6,4.3,65.9,29.4,65.40865385,8.884297521
138.7,82597,4.6,32.3,3.4,69.2,33.3,7.7,6,80.6,18.8,78.07539683,6.102877071
166.4,56772,10.3,34.7,3.57,62.4,18.2,2.3,6.2,66.6,36.2,70.78125,7.99086758
130.9,62536,11.9,31.8,3.03,52.1,31.5,7.7,5.8,73.1,20.2,54.8037466,6.633919132
123.9,40590,29.2,30.6,3.75,44.4,36.5,1.6,8.4,45.4,35.8,54.065766,4.937906564
156.7,44644,17.1,30.5,0.0313,54,24.1,3.1,8.3,69.4,27.1,67.19123757,5.587610082
154.2,48622,12.1,34.1,2.9,59.6,33,3.9,5.9,66.3,30.5,62.82269504,9.947524527
123.6,92560,6.8,38.2,2.75,63.2,34.7,14.8,3.2,81.2,13.5,63.7754003,4.14207772
146.7,64193,8.1,30.7,3.25,59.4,43.7,2.3,7.1,80.7,17.9,64.90258172,6.916426513
133.2,65489,9.6,29.7,3.22,57.2,49.3,4.6,5.1,72,21.1,60.49540115,9.686539644
120.4,60957,12.6,24.4,3.62,58.8,21.7,7.6,5.5,78.3,17,71.12700722,8.614426925
114.5,65207,7.1,33,3.27,59.1,37.8,4.7,4.7,75.6,18.1,64.6571958,3.613892365
